ID,Cuisine,Dish,Rating,Value
97,Italian,Pizza,5,31
84,Mexican,Quesadilla,1,34
19,Dessert,Chocolate Ice-Cream,3,23
44,Italian,Pizza,5,31
40,South Indian,Sambhar Vada,1,10
43,Thai ,Tom Yam,4,16
43,Indian,Palak Paneer,1,7
81,American,Rice Bowl,5,21
47,American,Rice Bowl,3,21
43,Fast Food,Veg Burger,2,29
65,Beverage,Strawberry Smoothie,3,22
46,Italian,Pizza,4,31
5,Chinese,Noodles,4,20
10,Thai ,Thai Curry,1,15
32,Mexican,Tacos,3,35
3,Chinese,Chilli Potato,2,18
27,Italian,Pasta,1,30
42,Chaat,GolGappe,3,1
95,Fast Food,Veg Burger,0,29
27,Fast Food,Subway,5,28
12,Chaat,GolGappe,2,1
85,American,Rice Bowl,4,21
36,Thai ,Thai Curry,2,15
11,Dessert,Cake,2,24
69,Italian,Pasta,0,30
30,American,Rice Bowl,0,21
51,Dessert,Cake,1,24
88,Chinese,Chilli Paneer,5,17
8,Fast Food,Subway,4,28
61,South Indian,Masala Dosa,3,11
34,Indian,Chole Bhature,0,5
83,Chinese,Chilli Paneer,1,17
5,Italian,Pasta,3,30
41,Dessert,Cake,4,24
73,South Indian,Masala Dosa,5,11
65,Thai ,Thai Curry,3,15
41,South Indian,Onion Uttappam,1,12
11,Mexican,Burrito,3,32
81,Dessert,Cake,1,24
89,Chaat,GolGappe,4,1
45,South Indian,Sambhar Vada,4,10
27,Mughlai,Kebab,4,13
26,Indian,Dal Makhani,2,4
85,Italian,Pasta,0,30
80,Indian,Chole Bhature,3,5
98,South Indian,Masala Dosa,3,11
88,Dessert,Gulab Jamun,5,25
13,Mughlai,Kebab,5,13
89,Dessert,Cake,3,24
28,Beverage,Strawberry Smoothie,3,22
7,Indian,Shahi Paneer,3,8
42,Italian,Pasta,3,30
76,Thai ,Thai Curry,2,15
71,Mughlai,Kebab,2,13
28,Dessert,Gulab Jamun,0,25
7,Fast Food,Veg Burger,5,29
17,Dessert,Gulab Jamun,1,25
12,Mexican,Burrito,0,32
15,Italian,Pasta,2,30
97,Italian,Pizza,3,31
92,South Indian,Sambhar Vada,2,10
85,Dessert,Gulab Jamun,1,25
30,Chaat,GolGappe,4,1
14,Thai ,Thai Curry,2,15
80,Indian,Chole Bhature,0,5
1,Mughlai,Kebab,0,13
63,South Indian,Masala Dosa,5,11
37,Dessert,Cake,4,24
46,American,Rice Bowl,2,21
34,Dessert,Chocolate Ice-Cream,0,23
77,American,Rice Bowl,5,21
90,Indian,Pav Bhaji,1,6
60,American,Rice Bowl,4,21
39,Mexican,Tacos,0,35
27,Mexican,Tacos,1,35
86,South Indian,Onion Uttappam,5,12
47,Fast Food,Veg Burger,0,29
48,Indian,Pav Bhaji,0,6
79,Chinese,Chilli Paneer,2,17
100,Mughlai,Mutton Biryani,5,14
17,South Indian,Onion Uttappam,5,12
62,South Indian,Onion Uttappam,1,12
87,Italian,Pizza,0,31
57,Chinese,Chilli Potato,2,18
15,Fast Food,Subway,0,28
73,South Indian,Onion Uttappam,2,12
4,South Indian,Idli Sambhar,3,9
69,Fast Food,Vada Pav,1,27
41,Chaat,GolGappe,2,1
21,Chinese,Chilli Potato,5,18
60,Indian,Pav Bhaji,0,6
38,Chaat,Raj Kachori,2,0
31,Mughlai,Mutton Biryani,5,14
54,Dessert,Cake,0,24
56,Chaat,GolGappe,1,1
67,Mexican,Quesadilla,1,34
28,Mexican,Burrito,2,32
43,Beverage,Strawberry Smoothie,5,22
78,Chinese,Chilli Paneer,3,17
63,Chaat,GolGappe,1,1
23,American,Rice Bowl,2,21
58,Italian,Pasta,4,30
6,Fast Food,Veg Burger,5,29
6,Thai ,Tom Yam,2,16
62,Indian,Pav Bhaji,1,6
87,Italian,Pizza,5,31
25,Fast Food,Veg Burger,2,29
69,Mexican,Quesadilla,0,34
35,South Indian,Masala Dosa,3,11
57,Beverage,Strawberry Smoothie,1,22
97,Beverage,Strawberry Smoothie,1,22
100,Chinese,Chilli Paneer,0,17
99,South Indian,Masala Dosa,1,11
90,Chaat,Raj Kachori,5,0
76,Indian,Shahi Paneer,0,8
83,Italian,Pasta,2,30
14,Mughlai,Mutton Biryani,1,14
98,Indian,Pav Bhaji,3,6
57,Fast Food,Vada Pav,5,27
17,Chinese,Chilli Potato,4,18
95,Indian,Shahi Paneer,3,8
92,Fast Food,Subway,0,28
26,Indian,Dal Makhani,2,4
64,Mexican,Challupa,0,33
80,Italian,Pasta,0,30
76,Dessert,Rasgulla,1,26
3,Beverage,Strawberry Smoothie,1,22
86,Chinese,Chilli Potato,2,18
20,Mexican,Challupa,0,33
17,Beverage,Strawberry Smoothie,1,22
90,Chinese,Chilli Potato,3,18
15,Thai ,Tom Yam,3,16
11,Mexican,Tacos,0,35
92,Italian,Pasta,5,30
46,Chinese,Chilli Potato,2,18
56,Indian,Shahi Paneer,5,8
27,American,Rice Bowl,4,21
33,Mexican,Quesadilla,2,34
77,Beverage,Strawberry Smoothie,5,22
60,Mughlai,Mutton Biryani,2,14
70,Dessert,Chocolate Ice-Cream,2,23
60,Thai ,Thai Curry,0,15
52,Indian,Pav Bhaji,4,6
10,Dessert,Cake,2,24
94,Mexican,Challupa,2,33
5,Indian,Dal Makhani,1,4
28,Indian,Palak Paneer,4,7
57,Fast Food,Vada Pav,2,27
38,Italian,Pizza,2,31
46,Indian,Chole Bhature,0,5
74,Chinese,Chilli Potato,2,18
36,Chinese,Chowmein,3,19
9,Beverage,Strawberry Smoothie,3,22
7,Mexican,Challupa,2,33
0,Italian,Pasta,3,30
68,Dessert,Gulab Jamun,1,25
44,Mexican,Challupa,5,33
99,Mexican,Quesadilla,0,34
64,Mexican,Quesadilla,2,34
28,Beverage,Strawberry Smoothie,4,22
26,Indian,Palak Paneer,5,7
67,Italian,Pizza,1,31
97,Indian,Shahi Paneer,2,8
32,Indian,Shahi Paneer,5,8
33,Chinese,Chilli Paneer,4,17
39,South Indian,Onion Uttappam,0,12
17,Fast Food,Subway,4,28
93,Beverage,Strawberry Smoothie,4,22
33,South Indian,Sambhar Vada,1,10
94,Fast Food,Subway,4,28
59,South Indian,Idli Sambhar,0,9
41,Mexican,Challupa,1,33
5,Mughlai,Kebab,4,13
58,Mughlai,Mutton Biryani,2,14
59,Italian,Pasta,4,30
82,South Indian,Idli Sambhar,2,9
18,Mexican,Burrito,1,32
82,South Indian,Onion Uttappam,1,12
28,Indian,Chole Bhature,2,5
23,Mexican,Quesadilla,0,34
56,Beverage,Strawberry Smoothie,2,22
38,Fast Food,Vada Pav,4,27
3,Dessert,Cake,3,24
31,Thai ,Thai Curry,0,15
44,Beverage,Strawberry Smoothie,4,22
59,Chaat,GolGappe,3,1
57,Thai ,Tom Yam,4,16
91,Fast Food,Vada Pav,5,27
76,Chaat,Aloo Tikki,0,2
63,Chaat,GolGappe,4,1
24,Chinese,Chilli Paneer,0,17
35,Chaat,GolGappe,0,1
23,South Indian,Idli Sambhar,3,9
64,Dessert,Rasgulla,4,26
49,Indian,Shahi Paneer,3,8
69,Indian,Shahi Paneer,1,8
0,Mexican,Quesadilla,5,34
57,Chinese,Chowmein,0,19
79,Italian,Pizza,4,31
3,Indian,Chole Bhature,4,5
63,Indian,Butter Naan,3,3
44,Indian,Dal Makhani,1,4
42,South Indian,Sambhar Vada,2,10
75,South Indian,Sambhar Vada,1,10
29,Indian,Palak Paneer,4,7
52,South Indian,Masala Dosa,3,11
15,Fast Food,Veg Burger,1,29
9,Dessert,Rasgulla,3,26
18,Chinese,Chilli Potato,0,18
9,Chinese,Chowmein,2,19
45,Italian,Pasta,1,30
60,Chaat,Raj Kachori,1,0
37,Thai ,Thai Curry,4,15
66,Italian,Pasta,4,30
62,Dessert,Chocolate Ice-Cream,4,23
52,Indian,Palak Paneer,0,7
20,Chaat,Aloo Tikki,3,2
80,Dessert,Cake,5,24
49,Chinese,Noodles,2,20
66,Chaat,Aloo Tikki,1,2
91,Dessert,Rasgulla,2,26
77,Chinese,Chowmein,0,19
66,Chaat,GolGappe,3,1
5,Dessert,Chocolate Ice-Cream,1,23
54,Italian,Pizza,2,31
77,Indian,Palak Paneer,0,7
77,South Indian,Sambhar Vada,0,10
84,Dessert,Rasgulla,2,26
68,South Indian,Masala Dosa,4,11
76,Dessert,Chocolate Ice-Cream,4,23
86,Italian,Pasta,4,30
12,Mexican,Tacos,5,35
43,Chaat,GolGappe,1,1
27,South Indian,Idli Sambhar,5,9
62,Mexican,Tacos,3,35
41,Indian,Butter Naan,2,3
62,Mughlai,Mutton Biryani,3,14
8,Chaat,Raj Kachori,2,0
96,Chinese,Chilli Potato,5,18
94,Chinese,Noodles,4,20
77,Chinese,Noodles,5,20
33,South Indian,Masala Dosa,3,11
67,Dessert,Gulab Jamun,4,25
2,Indian,Butter Naan,3,3
58,South Indian,Onion Uttappam,1,12
26,Mexican,Challupa,2,33
4,Thai ,Tom Yam,2,16
6,Thai ,Tom Yam,0,16
3,Indian,Chole Bhature,4,5
8,South Indian,Onion Uttappam,3,12
95,South Indian,Onion Uttappam,1,12
60,Italian,Pizza,2,31
45,American,Rice Bowl,1,21
55,Dessert,Chocolate Ice-Cream,4,23
51,Fast Food,Subway,3,28
99,Chaat,GolGappe,2,1
59,Indian,Dal Makhani,4,4
70,Fast Food,Vada Pav,0,27
59,Indian,Chole Bhature,1,5
16,Mughlai,Kebab,5,13
59,Thai ,Tom Yam,2,16
84,Beverage,Strawberry Smoothie,3,22
92,Mexican,Quesadilla,1,34
19,Mughlai,Kebab,4,13
57,Chinese,Chilli Potato,1,18
31,Fast Food,Veg Burger,2,29
100,Mexican,Burrito,3,32
24,Indian,Chole Bhature,1,5
47,South Indian,Onion Uttappam,5,12
81,Italian,Pasta,4,30
100,Mexican,Tacos,5,35
81,South Indian,Onion Uttappam,3,12
52,American,Rice Bowl,1,21
48,Fast Food,Veg Burger,4,29
49,Mexican,Quesadilla,1,34
63,Beverage,Strawberry Smoothie,3,22
23,Fast Food,Vada Pav,2,27
80,South Indian,Onion Uttappam,4,12
30,Indian,Pav Bhaji,3,6
76,Chinese,Chowmein,0,19
52,Italian,Pizza,5,31
80,Chaat,GolGappe,5,1
70,Fast Food,Vada Pav,5,27
74,Thai ,Tom Yam,0,16
57,Fast Food,Subway,2,28
76,Mexican,Quesadilla,5,34
83,Indian,Butter Naan,5,3
16,Chinese,Chowmein,4,19
60,Fast Food,Vada Pav,1,27
47,Chinese,Chilli Paneer,4,17
70,Dessert,Gulab Jamun,5,25
24,Mexican,Challupa,2,33
36,Indian,Palak Paneer,5,7
42,Italian,Pasta,0,30
44,Mexican,Burrito,0,32
79,Indian,Shahi Paneer,2,8
6,Indian,Chole Bhature,0,5
44,Mexican,Tacos,1,35
75,Dessert,Gulab Jamun,3,25
67,Indian,Pav Bhaji,5,6
19,South Indian,Onion Uttappam,0,12
95,South Indian,Onion Uttappam,5,12
11,Chinese,Noodles,3,20
30,Chaat,Raj Kachori,1,0
33,Indian,Dal Makhani,0,4
45,Chinese,Noodles,0,20
59,Dessert,Rasgulla,2,26
4,Chinese,Chilli Paneer,3,17
34,South Indian,Idli Sambhar,5,9
36,Dessert,Gulab Jamun,0,25
63,Thai ,Thai Curry,2,15
88,Indian,Pav Bhaji,5,6
0,Dessert,Cake,3,24
76,Fast Food,Subway,5,28
11,Chinese,Chilli Potato,1,18
14,South Indian,Onion Uttappam,2,12
23,Chaat,GolGappe,1,1
45,Dessert,Chocolate Ice-Cream,2,23
9,Dessert,Gulab Jamun,2,25
62,American,Rice Bowl,0,21
39,Chinese,Chilli Potato,3,18
55,Chaat,GolGappe,5,1
14,Chinese,Chilli Paneer,4,17
80,Dessert,Cake,5,24
52,Mexican,Burrito,1,32
25,Italian,Pizza,2,31
33,Indian,Butter Naan,0,3
60,Italian,Pizza,0,31
80,Indian,Palak Paneer,0,7
4,Mexican,Challupa,3,33
15,Chinese,Chilli Potato,4,18
84,Indian,Chole Bhature,2,5
94,Indian,Shahi Paneer,4,8
56,Dessert,Cake,1,24
83,Indian,Palak Paneer,5,7
99,South Indian,Sambhar Vada,0,10
53,Dessert,Gulab Jamun,5,25
42,Fast Food,Veg Burger,3,29
27,South Indian,Sambhar Vada,0,10
15,Dessert,Rasgulla,3,26
81,Beverage,Strawberry Smoothie,1,22
35,Fast Food,Subway,0,28
1,Indian,Palak Paneer,4,7
31,Mexican,Challupa,1,33
6,Dessert,Chocolate Ice-Cream,2,23
67,Dessert,Chocolate Ice-Cream,4,23
85,Mughlai,Mutton Biryani,2,14
31,Fast Food,Vada Pav,3,27
14,Dessert,Gulab Jamun,0,25
71,Mexican,Tacos,0,35
79,Indian,Shahi Paneer,2,8
27,Indian,Palak Paneer,3,7
42,Chinese,Chowmein,0,19
7,Chinese,Chilli Potato,2,18
72,Mughlai,Kebab,1,13
28,Mughlai,Kebab,3,13
19,Dessert,Chocolate Ice-Cream,1,23
7,Mughlai,Kebab,1,13
48,Indian,Chole Bhature,3,5
69,Chaat,Aloo Tikki,1,2
94,Indian,Butter Naan,0,3
17,Chinese,Chilli Potato,0,18
21,Italian,Pasta,5,30
42,South Indian,Onion Uttappam,2,12
91,Italian,Pizza,0,31
89,South Indian,Idli Sambhar,4,9
67,Indian,Butter Naan,4,3
41,Fast Food,Subway,0,28
55,Mexican,Tacos,0,35
72,Dessert,Rasgulla,4,26
83,Indian,Dal Makhani,4,4
81,Mexican,Burrito,5,32
46,South Indian,Onion Uttappam,5,12
77,Mughlai,Kebab,2,13
41,Indian,Palak Paneer,4,7
88,South Indian,Idli Sambhar,3,9
47,Indian,Dal Makhani,2,4
10,American,Rice Bowl,1,21
34,Fast Food,Veg Burger,2,29
92,Indian,Shahi Paneer,0,8
73,Thai ,Thai Curry,3,15
5,Indian,Pav Bhaji,3,6
98,Mughlai,Mutton Biryani,0,14
15,Fast Food,Vada Pav,3,27
75,Indian,Dal Makhani,1,4
66,Fast Food,Veg Burger,2,29
36,Thai ,Tom Yam,4,16
99,Indian,Palak Paneer,1,7
38,Dessert,Rasgulla,1,26
86,South Indian,Masala Dosa,3,11
99,Beverage,Strawberry Smoothie,0,22
86,Mexican,Tacos,2,35
65,Dessert,Chocolate Ice-Cream,0,23
0,Indian,Chole Bhature,5,5
63,Indian,Shahi Paneer,1,8
62,Mughlai,Mutton Biryani,1,14
75,Mexican,Tacos,0,35
72,Italian,Pasta,5,30
24,Chinese,Chilli Paneer,0,17
25,South Indian,Sambhar Vada,4,10
95,Indian,Butter Naan,3,3
38,Chinese,Chilli Paneer,5,17
15,Italian,Pasta,3,30
22,Mughlai,Mutton Biryani,4,14
2,South Indian,Masala Dosa,5,11
44,Mughlai,Kebab,2,13
87,South Indian,Onion Uttappam,0,12
43,Mexican,Tacos,0,35
36,Indian,Chole Bhature,3,5
10,South Indian,Masala Dosa,2,11
67,Fast Food,Subway,2,28
94,Mexican,Tacos,1,35
20,Chinese,Chowmein,4,19
67,Chinese,Chilli Paneer,5,17
5,American,Rice Bowl,5,21
21,South Indian,Onion Uttappam,3,12
22,Dessert,Cake,1,24
47,Thai ,Tom Yam,1,16
5,Fast Food,Veg Burger,3,29
79,Dessert,Rasgulla,3,26
64,Fast Food,Veg Burger,2,29
38,Chinese,Noodles,0,20
6,Fast Food,Subway,4,28
22,Chaat,GolGappe,4,1
56,Indian,Shahi Paneer,4,8
51,Dessert,Chocolate Ice-Cream,0,23
60,Thai ,Tom Yam,4,16
18,South Indian,Sambhar Vada,1,10
40,American,Rice Bowl,3,21
69,Chaat,GolGappe,1,1
62,Chinese,Chilli Paneer,2,17
80,Chaat,Aloo Tikki,1,2
28,Fast Food,Vada Pav,4,27
3,South Indian,Masala Dosa,4,11
79,Dessert,Cake,3,24
17,Indian,Butter Naan,5,3
13,Mughlai,Kebab,3,13
40,Mexican,Challupa,5,33
70,Indian,Palak Paneer,5,7
93,Dessert,Gulab Jamun,4,25
17,Indian,Palak Paneer,2,7
91,South Indian,Masala Dosa,0,11
82,Dessert,Rasgulla,3,26
65,Dessert,Rasgulla,3,26
89,Mexican,Challupa,5,33
80,Dessert,Cake,5,24
64,Dessert,Gulab Jamun,3,25
56,Indian,Butter Naan,3,3
65,Mughlai,Mutton Biryani,1,14
57,South Indian,Sambhar Vada,2,10
16,Mexican,Tacos,5,35
88,Dessert,Rasgulla,5,26
66,South Indian,Onion Uttappam,5,12
25,Dessert,Rasgulla,5,26
90,Chaat,GolGappe,2,1
9,Fast Food,Vada Pav,4,27
93,Chaat,Raj Kachori,1,0
99,Indian,Pav Bhaji,4,6
94,Mexican,Tacos,1,35
89,Beverage,Strawberry Smoothie,5,22
98,Dessert,Rasgulla,1,26
45,Mexican,Quesadilla,3,34
77,American,Rice Bowl,4,21
74,Mexican,Quesadilla,1,34
86,South Indian,Onion Uttappam,5,12
34,Chinese,Chilli Potato,4,18
43,Dessert,Chocolate Ice-Cream,2,23
87,Fast Food,Veg Burger,4,29
93,Mughlai,Kebab,3,13
78,Chaat,Aloo Tikki,0,2
21,Chinese,Chilli Potato,1,18
84,Mughlai,Kebab,5,13
83,Dessert,Rasgulla,1,26
56,Mexican,Burrito,1,32
73,Chaat,Aloo Tikki,3,2
64,South Indian,Masala Dosa,4,11
81,Chaat,GolGappe,0,1
68,Chaat,GolGappe,1,1
0,Indian,Palak Paneer,5,7
100,Chinese,Chilli Potato,2,18
69,Beverage,Strawberry Smoothie,1,22
39,Dessert,Gulab Jamun,5,25
87,South Indian,Masala Dosa,0,11
16,Dessert,Gulab Jamun,3,25
57,Chinese,Noodles,3,20
19,Mughlai,Mutton Biryani,0,14
37,Mexican,Tacos,0,35
70,Indian,Shahi Paneer,3,8
4,Chinese,Noodles,5,20
46,Mexican,Challupa,2,33
19,Chinese,Chilli Paneer,4,17
15,Mexican,Burrito,2,32
96,South Indian,Idli Sambhar,0,9
69,Indian,Dal Makhani,4,4
87,Chinese,Chowmein,5,19
18,Beverage,Strawberry Smoothie,5,22
87,Italian,Pizza,2,31
81,Beverage,Strawberry Smoothie,4,22
38,Chaat,Aloo Tikki,2,2
82,Fast Food,Veg Burger,0,29
14,Indian,Dal Makhani,3,4
66,South Indian,Masala Dosa,0,11
32,Fast Food,Subway,1,28
52,Fast Food,Veg Burger,5,29
86,Chinese,Chilli Paneer,5,17
87,Mughlai,Kebab,3,13
54,Dessert,Chocolate Ice-Cream,0,23
72,Chinese,Noodles,1,20
12,Chaat,Raj Kachori,2,0
33,Italian,Pizza,0,31
64,Dessert,Chocolate Ice-Cream,3,23
31,Indian,Shahi Paneer,5,8
21,Mughlai,Kebab,1,13
97,Dessert,Cake,3,24
54,Chinese,Chowmein,3,19
63,Beverage,Strawberry Smoothie,4,22
70,Mexican,Challupa,4,33
80,Chaat,Raj Kachori,2,0
10,Thai ,Tom Yam,4,16
71,Mughlai,Kebab,3,13
84,Mughlai,Kebab,1,13
21,Indian,Pav Bhaji,2,6
10,Dessert,Gulab Jamun,3,25
95,Dessert,Cake,1,24
24,Fast Food,Veg Burger,4,29
20,Italian,Pasta,1,30
23,Chinese,Chilli Potato,2,18
2,Indian,Palak Paneer,4,7
72,South Indian,Idli Sambhar,2,9
0,Mexican,Challupa,1,33
0,Mexican,Quesadilla,2,34
56,American,Rice Bowl,4,21
1,American,Rice Bowl,5,21
69,Fast Food,Vada Pav,1,27
66,South Indian,Onion Uttappam,5,12
5,Thai ,Thai Curry,1,15
70,Mughlai,Mutton Biryani,2,14
1,Fast Food,Veg Burger,5,29
18,Chaat,Aloo Tikki,1,2
71,Thai ,Thai Curry,2,15
34,Indian,Dal Makhani,4,4
75,Dessert,Gulab Jamun,1,25
9,Indian,Pav Bhaji,2,6
86,American,Rice Bowl,3,21
89,Indian,Dal Makhani,3,4
20,South Indian,Onion Uttappam,4,12
68,Beverage,Strawberry Smoothie,2,22
38,Mughlai,Mutton Biryani,3,14
15,Fast Food,Veg Burger,2,29
7,Dessert,Rasgulla,2,26
30,South Indian,Masala Dosa,1,11
70,South Indian,Idli Sambhar,5,9
78,Mexican,Challupa,0,33
35,Chinese,Chilli Paneer,3,17
96,Mughlai,Kebab,5,13
48,Chaat,Aloo Tikki,4,2
91,Thai ,Tom Yam,0,16
72,South Indian,Sambhar Vada,3,10
11,Chinese,Chilli Paneer,2,17
47,Indian,Palak Paneer,5,7
22,Indian,Palak Paneer,4,7
74,Dessert,Rasgulla,4,26
35,Thai ,Tom Yam,1,16
1,South Indian,Idli Sambhar,1,9
32,South Indian,Masala Dosa,5,11
10,Mexican,Burrito,5,32
88,Mughlai,Mutton Biryani,4,14
16,Chinese,Chilli Paneer,1,17
97,Dessert,Chocolate Ice-Cream,0,23
18,Indian,Butter Naan,3,3
59,Indian,Butter Naan,0,3
82,Mughlai,Kebab,3,13
99,Mexican,Quesadilla,1,34
4,Thai ,Thai Curry,4,15
65,Chinese,Noodles,3,20
84,Dessert,Chocolate Ice-Cream,1,23
8,Mexican,Burrito,0,32
6,Fast Food,Veg Burger,4,29
88,Fast Food,Vada Pav,3,27
29,Indian,Pav Bhaji,5,6
88,Indian,Pav Bhaji,5,6
44,Italian,Pasta,2,30
2,Mexican,Challupa,2,33
34,Chinese,Chilli Paneer,2,17
45,South Indian,Sambhar Vada,0,10
36,Italian,Pizza,1,31
60,Italian,Pasta,2,30
25,Fast Food,Subway,1,28
96,Indian,Chole Bhature,5,5
80,Mughlai,Mutton Biryani,3,14
69,Mughlai,Mutton Biryani,0,14
67,Mexican,Burrito,2,32
90,Indian,Palak Paneer,3,7
13,Chaat,Aloo Tikki,5,2
67,Mexican,Quesadilla,2,34
80,Chinese,Noodles,2,20
43,Dessert,Gulab Jamun,3,25
81,Indian,Butter Naan,2,3
72,Fast Food,Subway,3,28
86,Dessert,Rasgulla,1,26
41,Italian,Pasta,3,30
66,Indian,Pav Bhaji,5,6
66,Indian,Pav Bhaji,4,6
52,Chaat,Raj Kachori,2,0
89,Chaat,Aloo Tikki,5,2
47,Indian,Shahi Paneer,5,8
48,Indian,Chole Bhature,2,5
5,Mexican,Tacos,2,35
61,Mughlai,Kebab,2,13
71,Mexican,Burrito,4,32
33,Chinese,Chilli Paneer,0,17
59,Fast Food,Subway,2,28
65,Mexican,Burrito,5,32
39,Chinese,Chowmein,3,19
43,Fast Food,Vada Pav,1,27
96,South Indian,Sambhar Vada,1,10
67,Chaat,GolGappe,4,1
61,Mexican,Challupa,1,33
92,Chinese,Chilli Potato,1,18
96,Indian,Chole Bhature,0,5
23,Indian,Dal Makhani,5,4
78,South Indian,Onion Uttappam,2,12
73,American,Rice Bowl,4,21
22,Indian,Chole Bhature,3,5
44,Chinese,Noodles,2,20
57,Chinese,Chowmein,4,19
27,South Indian,Onion Uttappam,3,12
65,Beverage,Strawberry Smoothie,4,22
68,Italian,Pasta,0,30
100,South Indian,Onion Uttappam,0,12
28,Chinese,Chilli Potato,3,18
90,Dessert,Gulab Jamun,4,25
12,Chaat,GolGappe,4,1
66,Dessert,Chocolate Ice-Cream,4,23
25,Thai ,Tom Yam,5,16
8,South Indian,Onion Uttappam,4,12
47,Chinese,Chilli Potato,0,18
85,Chaat,Aloo Tikki,5,2
52,Italian,Pasta,3,30
23,Indian,Shahi Paneer,5,8
66,Mexican,Challupa,5,33
99,Thai ,Thai Curry,1,15
88,Chinese,Chowmein,2,19
59,Chinese,Chowmein,5,19
85,Chinese,Noodles,3,20
37,Chinese,Chilli Paneer,3,17
73,Chinese,Chilli Potato,4,18
59,Italian,Pasta,1,30
41,American,Rice Bowl,3,21
90,Italian,Pasta,1,30
51,Chinese,Chilli Potato,3,18
2,South Indian,Masala Dosa,4,11
29,Chinese,Chowmein,4,19
56,Thai ,Thai Curry,5,15
16,Beverage,Strawberry Smoothie,5,22
26,Mexican,Challupa,2,33
36,Thai ,Tom Yam,5,16
68,Chinese,Chowmein,4,19
23,Italian,Pasta,5,30
43,Beverage,Strawberry Smoothie,2,22
56,Fast Food,Veg Burger,4,29
44,Dessert,Rasgulla,2,26
70,Indian,Butter Naan,4,3
60,Indian,Chole Bhature,0,5
7,South Indian,Idli Sambhar,2,9
83,Indian,Palak Paneer,2,7
92,Indian,Dal Makhani,5,4
74,Chaat,Raj Kachori,4,0
20,South Indian,Onion Uttappam,2,12
87,Mexican,Burrito,3,32
46,Thai ,Tom Yam,0,16
14,Dessert,Rasgulla,1,26
57,Indian,Pav Bhaji,1,6
58,South Indian,Masala Dosa,0,11
50,Indian,Pav Bhaji,5,6
79,Chaat,Aloo Tikki,1,2
80,Chaat,Aloo Tikki,0,2
58,Mexican,Burrito,5,32
81,South Indian,Sambhar Vada,2,10
2,Indian,Dal Makhani,5,4
98,Indian,Butter Naan,4,3
71,American,Rice Bowl,3,21
33,Indian,Butter Naan,0,3
97,American,Rice Bowl,0,21
75,Chinese,Noodles,5,20
42,Indian,Chole Bhature,5,5
63,Chaat,Raj Kachori,5,0
82,Fast Food,Vada Pav,3,27
28,Thai ,Tom Yam,3,16
47,South Indian,Idli Sambhar,2,9
91,Thai ,Tom Yam,0,16
62,Italian,Pizza,4,31
45,Mexican,Challupa,0,33
73,Mexican,Tacos,5,35
89,Italian,Pizza,3,31
26,Dessert,Cake,3,24
84,Italian,Pizza,4,31
91,Thai ,Thai Curry,3,15
82,Mexican,Quesadilla,4,34
81,Indian,Chole Bhature,2,5
25,Indian,Dal Makhani,4,4
10,Mexican,Tacos,0,35
23,Mexican,Challupa,0,33
9,Fast Food,Vada Pav,4,27
64,Italian,Pasta,4,30
78,Italian,Pizza,5,31
93,Chinese,Noodles,3,20
84,American,Rice Bowl,3,21
9,Italian,Pasta,0,30
19,Chinese,Chowmein,1,19
64,Dessert,Cake,0,24
92,Indian,Pav Bhaji,4,6
68,Thai ,Thai Curry,3,15
78,Chinese,Chowmein,5,19
59,Chaat,Aloo Tikki,2,2
32,Mughlai,Kebab,0,13
72,Indian,Shahi Paneer,3,8
23,Thai ,Tom Yam,4,16
52,Indian,Butter Naan,4,3
34,Mexican,Tacos,0,35
15,Indian,Palak Paneer,1,7
64,Dessert,Cake,0,24
20,South Indian,Sambhar Vada,3,10
74,South Indian,Masala Dosa,1,11
95,Dessert,Gulab Jamun,1,25
0,Fast Food,Veg Burger,3,29
28,Fast Food,Vada Pav,5,27
67,Dessert,Rasgulla,4,26
66,Indian,Pav Bhaji,0,6
67,Chaat,GolGappe,0,1
5,Mexican,Tacos,4,35
54,Chinese,Noodles,1,20
93,Fast Food,Veg Burger,1,29
99,South Indian,Onion Uttappam,0,12
18,Fast Food,Vada Pav,3,27
14,Chaat,Raj Kachori,1,0
40,South Indian,Masala Dosa,2,11
59,Indian,Chole Bhature,4,5
97,Chinese,Chilli Paneer,4,17
52,Dessert,Chocolate Ice-Cream,3,23
55,Mexican,Challupa,5,33
46,Dessert,Cake,0,24
58,Indian,Shahi Paneer,2,8
80,Chinese,Chilli Potato,1,18
39,Indian,Palak Paneer,5,7
1,American,Rice Bowl,1,21
44,Fast Food,Veg Burger,4,29
46,Indian,Dal Makhani,5,4
6,South Indian,Idli Sambhar,2,9
52,Mughlai,Kebab,5,13
93,Indian,Butter Naan,4,3
27,Chaat,Aloo Tikki,0,2
77,Indian,Palak Paneer,0,7
76,Chinese,Chowmein,3,19
11,Dessert,Rasgulla,1,26
19,Indian,Pav Bhaji,0,6
16,Italian,Pasta,4,30
49,Chaat,GolGappe,2,1
49,Indian,Palak Paneer,4,7
71,Indian,Chole Bhature,3,5
80,Chaat,GolGappe,5,1
34,Fast Food,Subway,4,28
66,Fast Food,Vada Pav,3,27
52,Mexican,Challupa,2,33
83,Chaat,GolGappe,1,1
92,Dessert,Chocolate Ice-Cream,1,23
63,Thai ,Tom Yam,3,16
13,Indian,Dal Makhani,4,4
22,Fast Food,Subway,1,28
2,Fast Food,Veg Burger,0,29
